"""TMA040509""",2,KT12,6.625
"""TMA040509""",3,KT21,6.625
"""TMA040509""",4,KT22,6.625
"""ABC052955""",1,KT22,6.5625
"""ABC052955""",2,CN2,6.5625
"""TLA071646""",1,CN2,7.8125
"""TLA071646""",2,KT21,7.8125
"""TLA071646""",3,CN1,7.8125
"""TLA071646""",4,TA1,4.8125
"""TLA070551""",1,KQ1,8.08333333333333
"""KTA077360""",1,KT13,7.0
"""KTA077360""",2,KT21,7.0
"""KTA077360""",3,KT31,7.0
"""KTA077360""",4,TA1,6.625
"""TMA046669""",1,KT22,6.1875
"""TMA046669""",2,KT23,6.1875
"""TMA046669""",3,CN2,6.1875
"""TMA046669""",4,KT52,6.41666666666667
"""BKT017138""",1,KQ2,6.0
"""CON041643""",1,KT31,7.5625
"""CON041643""",2,KT12,7.5
"""CON041643""",3,KT22,7.5
"""CON041643""",4,CN2,7.5
"""TLA079620""",1,KT31,6.4375
"""TLA079620""",2,KT11,5.5625
"""TLA079620""",3,KT21,5.5625
"""TLA079620""",4,KT12,5.5625
"""TMA092672""",1,KT22,7.0625
"""TMA092672""",2,KT12,7.0625
"""TMA092672""",3,KT21,7.0625
"""TMA092672""",4,CN2,7.0625
"""TLA022189""",1,KT22,7.625
"""TLA022189""",2,KT31,7.625
"""TLA022189""",3,QT13,7.66666666666667
"""TLA022189""",4,CN2,7.625
"""TLA038454""",1,KT31,6.9375
"""TLA030510""",1,KQ3,7.66666666666667
"""TLA030510""",2,CN2,6.875
"""TLA030510""",3,CN1,6.875
"""ABC060329""",1,KT12,7.1875
"""ABC060329""",2,KT31,6.875
"""ABC060329""",3,KT22,7.1875
"""ABC060329""",4,CN2,7.1875
"""SPB081882""",1,KT21,7.3125
"""SPB081882""",2,KQ3,7.58333333333333
"""SPB081882""",3,KT12,7.3125
"""SPB040132""",1,KT11,6.6875
"""SPB040132""",2,KT22,6.6875
"""SPB040132""",3,KT51,6.91666666666667
"""SPB040132""",4,CN3,6.6875
"""SPB040329""",1,KT12,6.5
"""SPB040329""",2,KT22,6.5
"""SPB040329""",3,KT21,6.5
"""SPB040329""",4,CN2,6.5
"""ABC067095""",1,KT31,7.5
"""ABC067095""",2,KT21,7.5
"""ABC067095""",3,KT22,7.5
"""SPB055006""",1,KT11,7.5
"""SPB055006""",2,CN2,7.5
"""SPB055006""",3,CN3,7.5
"""SPB055006""",4,KT21,7.5
"""KTA000337""",1,CN2,6.4375
"""KTA000337""",2,KT13,6.4375
"""KTA000337""",3,KT21,6.4375
"""KTA000337""",4,KT22,6.4375
"""TMA084940""",1,KT21,7.3125
"""TMA084940""",2,KT22,7.3125
"""TMA084940""",3,KT12,7.3125
"""TMA084940""",4,KT13,7.3125
"""TLA091077""",1,CN1,6.5625
"""TLA091077""",2,KT12,6.5625
"""BKT083834""",1,KT31,6.4375
"""BKT083834""",2,KT41,6.33333333333333
"""KTA066044""",1,KT33,6.625
"""KTA006366""",1,KT21,6.8125
"""KTA034413""",1,KT12,6.4375
"""KTA034413""",2,CN3,6.4375
"""KTA034413""",3,KT14,6.4375
"""KTA034413""",4,KT21,6.4375
"""CON068186""",1,KQ2,7.33333333333333
"""CON068186""",2,KT21,6.5
"""CON068186""",3,KT12,6.5
"""CON068186""",4,KT31,6.5
"""BKT087380""",1,KT31,6.875
"""TLA028437""",1,KT31,6.1875
"""TLA028437""",2,TA2,4.9375
"""ABC001244""",1,CN2,7.5625
"""ABC001244""",2,KT12,7.5625
"""ABC001244""",3,KT31,7.5625
"""ABC001244""",4,KT11,7.5625
"""TLA045144""",1,KT22,7.0
"""TLA045144""",2,KT51,7.25
"""TLA045144""",3,KT13,7.0
"""TLA045144""",4,KQ2,7.25
"""BKT057291""",1,CN2,7.375
"""BKT057291""",2,KT21,7.375
"""BKT057291""",3,KT11,7.375
"""BKT057291""",4,KT31,7.375
"""CON048061""",1,KT11,7.25
"""CON048061""",2,KT21,7.25
"""CON048061""",3,KT12,7.25
"""CON048061""",4,CN1,7.25
"""TLA087777""",1,KT31,6.875
"""TMA094333""",1,KT52,6.08333333333333
"""KTA084718""",1,KT22,5.8125
"""KTA084718""",2,KT21,5.8125
"""KTA084718""",3,KT12,5.8125
